State,City,Locality,Property_Type,BHK,Size_in_SqFt,Furnished_Status,Floor_No,Total_Floors,Security,Amenities,Facing,Owner_Type,Availability_Status,Year_Built,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Price_in_Lakhs,Price_per_SqFt,Age_of_Property,School_Density_Score,Future_Price_5Y,Good_Investment
0,0,41,0,-1.4008407721466916,-0.6715912852698159,0,0.9217573212260323,1.1335617582899673,0,1,1,0,0,2004,0.5235451872068831,0.650481741791944,-0.8245724500834505,-0.4695447139227967,371.0404778852196,-0.43827446067983683,0.2969829838719238,0.523545187206883,545.1801917860429,0
5,0,33,2,0.020250551359970066,-1.250330638575947,2,-1.6603251153032963,0.9415953301290921,0,1,2,2,0,1990,-1.5825702155697163,-0.05198234221663471,-0.04501920018181918,0.43778806660434655,366.53106129558427,1.3275576481530484,1.7073499357738684,-1.5825702155697163,538.5543793809039,0
3,6,47,0,1.4413418748666318,0.8494444916072372,1,-1.383673425675154,-0.594136095157908,1,0,2,2,1,2003,-1.2315509817736165,-0.05198234221663471,-1.214349075034266,-1.3768774944499398,638.0979459558172,-0.8675269471662261,0.3977234804363484,-1.2315509817736165,937.5752277412915,1
1,1,39,0,1.4413418748666318,-0.6855742495107694,2,0.8295400913499849,0.46167925972690466,1,1,3,0,0,2020,-0.17849328038531673,-0.7544464262252134,1.1243106746706277,0.43778806660434655,450.6632296532503,0.2073740304444878,-1.3148649611588699,-0.17849328038531678,662.1721365108873,0
2,2,28,3,0.7307962131133009,-1.6923476748594215,2,1.1984090108541747,0.5576624738073421,0,2,2,2,1,2017,0.874564421002983,-1.456910510233792,1.5140872996214434,-0.4695447139227967,168.99714989833433,0.8644633365195645,-1.012643471465596,0.874564421002983,248.31225724480097,0
1,5,42,0,0.020250551359970066,1.3932264343109844,0,-0.00041497753444222926,-0.6901193092383455,1,1,4,2,0,2023,0.1725259534107832,-1.456910510233792,-0.04501920018181918,1.3451208471314897,1503.968639356672,1.5484871035941032,-1.6170864508521439,0.17252595341078328,2209.8233484334523,0
2,0,49,1,1.4413418748666318,-1.441431149868978,0,0.9217573212260323,0.5576624738073421,0,0,4,2,0,2024,0.5235451872068831,1.3529458258005227,-0.8245724500834505,-1.3768774944499398,178.60469580684574,-0.44024708397382245,-1.7178269474165684,0.523545187206883,262.42889419732177,1
5,2,48,3,-0.6902951103933608,1.066957268688736,2,-1.383673425675154,-1.2660185937209705,0,2,1,0,0,2012,-0.8805317479775165,-1.456910510233792,0.7345340497198121,0.43778806660434655,797.9391052848512,-0.46452698624462635,-0.508940988643473,-0.8805317479775167,1172.4343309717035,1
5,6,39,0,0.7307962131133009,1.460810761475593,2,0.09180225234160522,-0.594136095157908,0,0,4,1,1,2008,0.1725259534107832,1.3529458258005227,-1.6041256999850817,0.43778806660434655,925.6179198097584,-0.3691308825366581,-0.10597900238577465,0.17252595341078328,1360.0363979656895,1
5,2,8,2,-1.4008407721466916,-0.8891040623513148,0,-0.4615011269146795,-0.40216966699703294,1,0,2,2,0,2007,1.225583654799083,0.650481741791944,-0.8245724500834505,-1.3768774944499398,224.8785673994343,-1.266093342564415,-0.005238505821350039,1.2255836547990828,330.4203929505501,0
2,3,8,0,0.7307962131133009,0.00347515502955035,0,-0.00041497753444222926,-0.6901193092383455,0,2,2,0,1,2004,-0.8805317479775165,1.3529458258005227,1.5140872996214434,0.43778806660434655,326.2493136049424,-1.5674031864280902,0.2969829838719238,-0.8805317479775167,479.36727651647027,1
1,4,43,0,-0.6902951103933608,1.0436523282871468,2,-1.1070217360470116,-1.7459346641231581,1,0,2,1,1,1990,0.1725259534107832,1.3529458258005227,-1.214349075034266,-0.4695447139227967,951.4792912970674,0.10437046195292929,1.7073499357738684,0.17252595341078328,1398.0352371965475,0
5,0,26,0,0.020250551359970066,0.7096148491977021,0,1.0139745511020797,1.3255281864508421,1,1,0,0,1,2014,0.5235451872068831,-1.456910510233792,1.5140872996214434,0.43778806660434655,1053.4972414440465,0.9070812974748742,-0.7104219817723223,0.523545187206883,1547.9330756850866,0
4,6,25,3,-1.4008407721466916,-1.3047088328463217,0,-0.7381528165428218,1.3255281864508421,1,1,4,0,1,2015,-0.17849328038531673,-0.05198234221663471,-1.6041256999850817,1.3451208471314897,237.8504713747621,-0.10341041817216112,-0.8111624783367469,-0.17849328038531678,349.4803756710528,0
2,5,48,1,-1.4008407721466916,-1.4647360902705673,2,0.09180225234160522,0.2697128315660296,0,0,3,0,0,2024,1.5766028885951828,0.650481741791944,-0.4347958251326348,-0.4695447139227967,171.34555637504172,-0.46404825630702273,-1.7178269474165684,1.5766028885951828,251.76283681676614,0
2,1,10,2,0.020250551359970066,-0.9333834491143342,2,0.9217573212260323,0.0777464034051546,1,1,4,1,0,2004,0.874564421002983,-0.7544464262252134,0.34475742476899646,0.43778806660434655,386.926522163094,0.3210305741681086,0.2969829838719238,0.874564421002983,568.5220026728117,0
1,3,31,0,0.7307962131133009,0.29012592196909714,1,0.6451056315978899,-0.49815288107747047,0,0,4,0,1,1993,0.874564421002983,1.3529458258005227,0.7345340497198121,1.3451208471314897,567.005950882857,-0.6450900180657512,1.4051284460805944,0.874564421002983,833.1177633448638,1
2,6,22,1,1.4413418748666318,0.08348878374167316,2,0.5528884017218425,-0.30618645291659546,1,1,0,1,1,2004,0.1725259534107832,1.3529458258005227,-0.8245724500834505,-1.3768774944499398,864.3424585538603,1.1160318139926986,0.2969829838719238,0.17252595341078328,1270.0026423235277,0
2,5,44,1,0.7307962131133009,-1.1400205873417582,0,1.1984090108541747,0.7496289019682172,1,0,4,2,0,1990,0.5235451872068831,1.3529458258005227,1.5140872996214434,-0.4695447139227967,261.8175864481699,-0.35066608602699767,1.7073499357738684,0.523545187206883,384.69593076830733,1
5,1,4,3,-0.6902951103933608,0.8020577794573392,2,0.5528884017218425,0.0777464034051546,1,1,1,1,0,2011,-0.8805317479775165,-0.05198234221663471,-0.4347958251326348,0.43778806660434655,743.1697898967508,-0.4228250929343094,-0.40820049207904846,-0.8805317479775167,1091.9602381248533,1
1,1,41,2,1.4413418748666318,1.1353184272000643,2,0.5528884017218425,0.2697128315660296,0,2,2,0,1,2000,0.5235451872068831,-0.7544464262252134,-0.04501920018181918,0.43778806660434655,886.690663840053,-0.21515602866235847,0.6999449701296222,0.523545187206883,1302.839487816621,1
5,6,40,3,0.7307962131133009,-0.8681296159898846,2,-0.00041497753444222926,0.9415953301290921,0,2,2,1,0,2015,0.5235451872068831,-1.456910510233792,1.1243106746706277,-1.3768774944499398,339.7207549489227,-0.28061919725068324,-0.8111624783367469,0.523545187206883,499.1612435181449,1
5,3,24,1,0.020250551359970066,-0.5791483550101789,1,-1.7525423451793438,0.7496289019682172,0,1,0,0,0,2016,-0.5295125141814166,0.650481741791944,-0.8245724500834505,-1.3768774944499398,376.2090487373553,-0.5681202560174486,-0.9119029749011716,-0.5295125141814166,552.774518056016,1
1,2,7,1,-0.6902951103933608,0.31498452506412555,1,-0.4615011269146795,1.0375785442095298,0,0,2,2,0,2002,1.5766028885951828,-0.05198234221663471,1.1243106746706277,-0.4695447139227967,593.2128084080914,-0.5505495862829548,0.498463977000773,1.5766028885951828,871.6242349113882,1
3,2,45,1,-0.6902951103933608,-1.5719388161178776,0,-1.7525423451793438,-0.21020323883615794,1,1,1,1,1,1996,-0.5295125141814166,-0.7544464262252134,-1.6041256999850817,-0.4695447139227967,234.74405588656865,1.2932086373873124,1.1029069563873206,-0.5295125141814166,344.91603217604376,0
5,1,25,3,-0.6902951103933608,0.987720471323333,1,-0.8303700464188692,-1.9379010922840332,1,0,0,2,1,1997,-0.8805317479775165,0.650481741791944,1.1243106746706277,-0.4695447139227967,516.9203276042317,-1.414625884199721,1.002166459822896,-0.8805317479775167,759.525550817552,1
4,2,14,2,1.4413418748666318,0.705730692464104,2,-1.6603251153032963,-0.40216966699703294,0,1,3,1,1,2012,1.5766028885951828,-1.456910510233792,1.1243106746706277,0.43778806660434655,1327.7273568360022,2.007669815072878,-0.508940988643473,1.5766028885951828,1950.8670837345912,0
4,4,21,0,-1.4008407721466916,-0.8121977590260706,1,-1.7525423451793438,-1.9379010922840332,0,1,2,0,1,2015,0.5235451872068831,0.650481741791944,0.34475742476899646,0.43778806660434655,537.9480512458678,1.2789064050669086,-0.8111624783367469,0.523545187206883,790.422175555399,0
2,1,14,3,1.4413418748666318,0.11378520626373909,2,1.0139745511020797,-0.01823681067528291,0,2,4,1,1,2016,-0.17849328038531673,1.3529458258005227,-0.04501920018181918,-0.4695447139227967,550.2892894508394,-0.5235641608140378,-0.9119029749011716,-0.17849328038531678,808.5555033524407,1
4,1,37,1,0.7307962131133009,1.0086949176847633,1,-0.369283897038632,0.1737296174855921,0,0,1,2,0,1998,-0.8805317479775165,1.3529458258005227,1.5140872996214434,0.43778806660434655,643.9343784180984,-0.9684926337341535,0.9014259632584715,-0.8805317479775167,946.1508618264683,1
2,5,22,3,-1.4008407721466916,1.5416012215344355,1,0.18401948221765269,-0.594136095157908,1,0,1,1,0,2002,0.1725259534107832,-0.05198234221663471,0.34475742476899646,-1.3768774944499398,740.8064923348305,-1.0041235516053268,0.498463977000773,0.17252595341078328,1088.4877786632908,0
3,2,1,1,0.7307962131133009,-0.5465214384479541,1,-0.18484943728653713,-1.170035379640533,0,0,2,2,0,1996,0.1725259534107832,0.650481741791944,-1.6041256999850817,1.3451208471314897,443.35874917111033,-0.1467542787946035,1.1029069563873206,0.17252595341078328,651.4394582520414,1
